rel_path,model,purpose,what_it_does,dependencies,inputs,outputs,risks,other_notes,tokens_in,tokens_out,est_cost_usd
Python_Code/25_competencies.py,gpt-4o-mini,Evaluate written academic content against a set of 25 competencies using OpenAI APIs and Pinecone.,"Handles API initialization, processes text documents into chunks, generates embeddings with OpenAI, uploads these to Pinecone, queries relevant text chunks for competency evaluation, and scores the competencies.","['os', 'json', 'openai', 'pinecone']",['utf-8'],['utf-8'],"Depends heavily on external APIs for embedding and indexing; may incur costs based on usage, and lacks error handling for API calls.",Requires specific environment variables for API key configuration.,1715,130,0.000335
Python_Code/LaTex_Compiler_052525_v4.py,gpt-4o-mini,Compile LaTeX files to PDF with support for BibTeX and error handling.,"The code compiles a specified LaTeX file into PDF format using the PDFLaTeX library and provides a fallback to direct command execution; it detects BibTeX needs, logs detailed errors, and can continue compilation despite missing images or non-fatal errors.","['os', 'sys', 'subprocess', 'pathlib', 'pdflatex']",['path/to/file.tex'],['PDF file of the compiled LaTeX document'],Potential issues may arise with missing image files or non-fatal compilation errors that need to be appropriately handled to ensure a complete document.,The script ensures that compilation progress is logged and provides user-friendly error messages.,1787,164,0.000366
Python_Code/six_serial_regressions_v4.py,gpt-4o-mini,The code performs regression analysis on healthcare data to study relationships between technology adoption in hospitals and health outcomes across counties.,1. Establishes a database connection using SQLAlchemy. 2. Executes a SQL query to extract relevant healthcare data into a Pandas DataFrame. 3. Cleans the data by converting key columns to numeric and handling missing values. 4. Defines a regression function to analyze relationships and produce regression plots. 5. Runs multiple regressions and visualizes the results in a 2x3 subplot layout. 6. Saves the regression summaries to a text file.,"['os', 'numpy', 'pandas', 'matplotlib', 'sqlalchemy', 'sklearn', 'scipy', 'statsmodels']",[],['regression_results.txt'],"Potential risks include reliance on hardcoded database credentials, lack of error handling for database access, and assumptions about data integrity (e.g. missing values).","The code is timestamped to indicate it works well as of February 7th, 2025.",1917,221,0.00042
Python_Code/uninsured_rate_vs_population.py,gpt-4o-mini,A reusable Python script for performing linear regression analysis on independent and dependent variables related to health insurance data.,"It connects to a PostgreSQL database, fetches relevant data, prepares the data by normalizing and cleaning, and then plots the results of linear regression analyses with correlation information for different subsets of the data.","['os', 'pandas', 'sklearn', 'matplotlib', 'sqlalchemy', 'scipy']",[],[],"Potential issues with error handling, particularly regarding database connections and data fetching, as well as reliance on environment variables for sensitive information like passwords.","The script includes provisions for scaling up by allowing labels to be pulled from a configuration file, but this feature is not yet implemented.",2024,155,0.000397
Python_Code/Alaska_IRR_Values_v1.py,gpt-4o-mini,To visualize the IRR County Value for counties in Alaska using geographical data and SQL Server data retrieval.,"Loads US county shapefiles, filters for Alaska counties, connects to SQL Server to retrieve health data, merges this data with geographical data, and generates a color-coded map of Alaska counties based on IRR County Value.","['geopandas', 'matplotlib', 'pyodbc', 'pandas']",[],[],"The connection settings and paths are hardcoded, which may limit portability and flexibility; error handling for database connections and data retrieval is not implemented.",The code effectively combines geospatial data analysis with data visualization using matplotlib.,1398,144,0.000296
Python_Code/Random_Forest_GBM_v1.py,gpt-4o-mini,To perform healthcare data analysis using Random Forest and Gradient Boosting Machine techniques.,"Connects to a PostgreSQL database, fetches index and optional component-level healthcare data, merges the datasets, and applies machine learning algorithms to analyze healthcare outcomes.","['os', 'sys', 'pandas', 'numpy', 'sqlalchemy', 'sklearn']",[],[],Depends on the correct environment variable for database passwords and may not handle database connection failures or data retrieval errors robustly in all scenarios.,"The script includes informative logging for connection and data fetching, but could benefit from improved error handling.",1716,131,0.000336
Python_Code/AI_Intensity_All_Counties_v3.py,gpt-4o-mini,This script visualizes AI intensity scores across U.S. counties by creating a color-coded map based on health data retrieved from a PostgreSQL database.,"Loads a county shapefile, retrieves health data, merges the data with geographic information, and plots the results including separate maps for Alaska and Hawaii.","['os', 'geopandas', 'matplotlib', 'pandas', 'sqlalchemy']",[],['tight'],The script relies on environmental variables for database credentials and lacks explicit error handling for database connections or file operations.,"The script follows a structured approach, separating various tasks into clear segments for loading data, merging, and plotting.",2136,139,0.000404
Python_Code/Per_Capita_HC_Spending_v3.py,gpt-4o-mini,This code file generates a heatmap visualizing per capita healthcare spending by state for the lower 48 U.S. states.,"Loads a U.S. shapefile, filters for the lower 48 states, connects to a PostgreSQL database to retrieve healthcare spending data, merges the data with the spatial information, and plots a color-coded heatmap.","['geopandas', 'matplotlib', 'pandas', 'sqlalchemy']",[],['tight'],Potential security risks exist due to hardcoded database credentials and sensitive information (user/password). Consider implementing environment variables for such details.,The code assumes the shapefile path and output path will be correctly updated by the user.,1895,151,0.000375
Python_Code/four_regressions_IRR_capex_v1.py,gpt-4o-mini,To perform linear regression analysis and plotting between independent and dependent variables related to county mortality rates.,"Connects to a PostgreSQL database, fetches relevant data, processes it, performs linear regression analysis, and generates visual plots for various subsets of counties in the U.S.","['os', 'pandas', 'sklearn', 'matplotlib', 'sqlalchemy', 'scipy']",[],[],"The script fetches data directly without input validation or error handling, which may lead to runtime errors if the database query fails or if there are connection issues.",Variable labels for graphing should ideally be pulled from a configuration file for better automation.,2059,142,0.000394
Python_Code/uninsured_rate_vs_population_v2.py,gpt-4o-mini,"To perform linear regression analysis and visualize the relationship between an independent variable (IV) and a dependent variable (DV) across various US counties, including comparison with Alaska.","Establishes a database connection, fetches and preprocesses data, performs linear regression analysis, generates visual plots, and calculates Pearson correlation coefficients for different subsets of data.","['os', 'pandas', 'sklearn', 'matplotlib', 'sqlalchemy', 'scipy']",[],[],"Potential issues with data cleanliness and format consistency, reliance on PostgreSQL database connection details which could lead to errors if misconfigured or if the database is unreachable.",The script includes placeholder comments for future automation and configuration processes.,2019,151,0.000393
