change_type,author,datetime,chapter_h1,snippet,words,dt
Insertion,Aaron Johnson,2025-04-26T00:28:00Z,– Results & Findings,"Quality) indicate worse outcomes / access. Higher scores for DV3 (Operational Efficiency) indicate better outcomes. MO1/MO2 represent weighted adoption scores, set to 0 for counties without hospitals.",35,2025-04-26 00:28:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:30:00Z,– Results & Findings,Interpretation: The mean Healthcare,4,2025-04-26 00:30:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:31:00Z,– Results & Findings,"Accessibility score (DV1) was 1327.80, and the mean Healthcare Quality Score (DV2) was 4919.47",14,2025-04-26 00:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:32:00Z,– Results & Findings,"; both exhibit considerable variation (standard deviation 591.57 and 1711.65 , respectively). Operational Efficiency (",15,2025-04-26 00:32:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:33:00Z,– Results & Findings,"DV3), measured only for counties with hospitals providing financial data ( n = 2133 )",15,2025-04-26 00:33:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:34:00Z,– Results & Findings,", averaged 4",3,2025-04-26 00:34:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:35:00Z,– Results & Findings,".16 with high variability . Technology adoption scores (MO1 and MO2) show means of 0.31 and 1.74 , respectively. However, the median and first quartile (Q1)",26,2025-04-26 00:35:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:36:00Z,– Results & Findings,"for both MO1 and MO2 are 0 , indicating adoption is highly skewed; a majority of counties (including thos",19,2025-04-26 00:36:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:37:00Z,– Results & Findings,"e without hospitals and potentially many with hospitals having low adoption) have zero or very low scores according to this metric, while some counties have much higher scores ( max 5",31,2025-04-26 00:37:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:38:00Z,– Results & Findings,"for AI, 15 for robotics ). Medicaid Expansion (IV1) was active in approximately 52% of counties . Index scores for Physical Environment (IV2), Health Behaviors (IV3), and Social & Eco",30,2025-04-26 00:38:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:39:00Z,– Results & Findings,"nomic Factors (IV4) show varying distributions, reflecting diverse county characteristics across the US.",13,2025-04-26 00:39:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:39:00Z,– Results & Findings,Descriptive statistics for the individual component variables (from vw_conceptual_model_variables ) were also examined and are,15,2025-04-26 00:39:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:40:00Z,– Results & Findings,". These show wide ranges for metrics like premature death rates, uninsured percentages, and provider ratios, confirming substantial heterogeneity across US counties.",22,2025-04-26 00:40:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:46:00Z,– Results & Findings,Regression Analyses,2,2025-04-26 00:46:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:46:00Z,– Results & Findings,OLS Stepwise Regression (using,4,2025-04-26 00:46:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:46:00Z,– Results & Findings,Supplementary Analyses,2,2025-04-26 00:46:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:47:00Z,– Results & Findings,"p-value thresholds for entry/exit as detailed in Chapter 3) was employed to identify significant predictors for each dependent variable (DV1, DV2, DV3), using both the index-level variables and the co",33,2025-04-26 00:47:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:48:00Z,– Results & Findings,iables for,2,2025-04-26 00:48:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:51:00Z,– Results & Findings,"county population and US Census Division (as dummy variables, with Division 1 typically serving as the reference category) were included in all the models. The results aim to address RQ1 (impact of MO",33,2025-04-26 00:51:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:52:00Z,– Results & Findings,and provide insights for RQ2 (moderation),6,2025-04-26 00:52:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:54:00Z,– Results & Findings,and,1,2025-04-26 00:54:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:55:00Z,– Results & Findings,RQ3 (regional controls via Census Divisions).,6,2025-04-26 00:55:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:56:00Z,– Results & Findings,Index-Level Regression Results,3,2025-04-26 00:56:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:57:00Z,– Results & Findings,"Models were built using the composite index variables (IV2, IV3, IV4) and policy/technology variables (IV1, MO1, MO2) to predict the dependent variable indices (DV1, DV2, DV3).",26,2025-04-26 00:57:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:58:00Z,– Results & Findings,DV1: Healthcare Accessibility:,3,2025-04-26 00:58:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:58:00Z,– Results & Findings,The final stepwise,3,2025-04-26 00:58:00+00:00
Insertion,Aaron Johnson,2025-04-26T00:59:00Z,– Results & Findings,model explained approximately 29.6% of the variance in Healthcare Accessibility (adjusted R -squared = 0.2962 ),16,2025-04-26 00:59:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:00:00Z,– Results & Findings,.,1,2025-04-26 01:00:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:00:00Z,– Results & Findings,Significant predictors ( p < 0.05 ) retained in the m,11,2025-04-26 01:00:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:01:00Z,– Results & Findings,"odel included: IV2 (Physical Environment), IV4 (Social & Economic Factors), MO2 (Robotics Capabilities), Population , and several Census Division dummies (Div 2, 3, 4, 5,",25,2025-04-26 01:01:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:02:00Z,– Results & Findings,"6, 7,",2,2025-04-26 01:02:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:02:00Z,– Results & Findings,"9). IV1 (Medicaid Expansion), IV3 (Health Behaviors), and MO1 (GenAI Capabilities) were removed by the stepwise procedure. ( See Table 4",21,2025-04-26 01:02:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:03:00Z,– Results & Findings,"8 ,",2,2025-04-26 01:03:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:03:00Z,– Results & Findings,.2 for coefficients ).,4,2025-04-26 01:03:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:05:00Z,– Results & Findings,Technology Impact: Robotics Capabilities (MO2) showed a statistically significant negative,10,2025-04-26 01:05:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:06:00Z,– Results & Findings,"coefficient ( beta = -30.73, p < 0.001 ). Recalling that lower DV1 scores represent better accessibility, this suggests that higher robotics adoption in a county’s hospitals is associated with improve",33,2025-04-26 01:06:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:07:00Z,– Results & Findings,"ssibility at the county level, controlling for other factors.",9,2025-04-26 01:07:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:09:00Z,– Results & Findings,Generative AI Capabilities (MO1) did not show a significant association with DV1 in this model.,15,2025-04-26 01:09:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:09:00Z,– Results & Findings,Other factors,2,2025-04-26 01:09:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:12:00Z,– Results & Findings,": Poorer physical environments ( IV2: beta = 378.45, p < 0.001 ) and adverse social/economic factors ( I",19,2025-04-26 01:12:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:13:00Z,– Results & Findings,"V4: beta = 27.13, p < 0.001 ) were significantly associated with worse accessibility (higher DV1",16,2025-04-26 01:13:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:14:00Z,– Results & Findings,"). Larger population size was associated with slightly better accessibility ( beta = -0.00016, p < 0.001 ). Significant regional differences were indicated by the Census",26,2025-04-26 01:14:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,Division coefficients.,2,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,DV2: Healthcare,2,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,:,1,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,The final stepwise model explained approximately,6,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,% of the variance in Healthcare,6,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,(adjusted R-squared = 0.,4,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:15:00Z,– Results & Findings,).,1,2025-04-26 01:15:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:16:00Z,– Results & Findings,Quality,1,2025-04-26 01:16:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:17:00Z,– Results & Findings,68.6,1,2025-04-26 01:17:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:18:00Z,– Results & Findings,Quality,1,2025-04-26 01:18:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:18:00Z,– Results & Findings,6859,1,2025-04-26 01:18:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:19:00Z,– Results & Findings,Significant predictors (p < 0.05,5,2025-04-26 01:19:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:20:00Z,– Results & Findings,") included: IV2 (Physical Environment), IV3 (Health Behaviors), IV4 (Social & Economic Factors) , MO2, Robotics Capabilities), Population, and all Census Division dummies (relat",24,2025-04-26 01:20:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:21:00Z,– Results & Findings,"ive to the reference category). IV1 (Medicaid Expansion) was removed by stepwise. MO1 (GenAI Capabilities) was retained, but its p-value was borderline (p=0.065). ( See Table 4.2 ).",28,2025-04-26 01:21:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:23:00Z,– Results & Findings,"Technology Impact: Robotics Capabilities (MO2) had a significant negative coefficient ( beta = -51.22, p < 0.001 ), sugg",19,2025-04-26 01:23:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:24:00Z,– Results & Findings,"esting that higher robotics adoption is associated with better healthcare outcomes (lower DV2 score, indicating less premature death, fewer unhealthy days, etc.). Generative AI Capabilities (MO1) also",39,2025-04-26 01:24:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:25:00Z,– Results & Findings,"imilar beneficial direction, but did not reach statistical significance at the conventional level ( p=0.065 ).",16,2025-04-26 01:25:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:26:00Z,– Results & Findings,"Other Factors: As expected from public health literature,",8,2025-04-26 01:26:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:27:00Z,– Results & Findings,"adverse health behaviors ( IV3: beta = 27.02, p < 0.001 ) and socioeconomic factors ( IV4: beta = 239.25, p < 0.001 ) were strongly associated with poorer health outcomes (higher DV2) . Poorer physic",36,2025-04-26 01:27:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:28:00Z,– Results & Findings,al environment,2,2025-04-26 01:28:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:29:00Z,– Results & Findings,"( IV2: beta = 113.18, p = 0.019 ) was also associated with worse outcomes. L",16,2025-04-26 01:29:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:30:00Z,– Results & Findings,"arger population was associated with better outcomes ( beta = - 0.0004, p < 0.001 ). Significant regional differences persisted.",20,2025-04-26 01:30:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,DV,1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,:,1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,:,1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,The final stepwise model explained approximately,6,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,% of the variance in,5,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,(adjusted R-squared = 0 .,5,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,).,1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,"Significant predictors (p < 0.05) included: IV2 (Physical Environment), IV4 (Social & Economic Factors), MO",15,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,"Capabilities),",1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,and,1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,Census Division dummies (,4,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,). IV1 (Medicaid Expansion),4,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,w,1,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,. ( See Table 4.2 ).,6,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,Technology Impact:,2,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:31:00Z,– Results & Findings,Other Factors:,2,2025-04-26 01:31:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:32:00Z,– Results & Findings,3,1,2025-04-26 01:32:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:33:00Z,– Results & Findings,Operational Efficiency,2,2025-04-26 01:33:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:33:00Z,– Results & Findings,This analysis was limited to counties with available hospital financial data (n = 2133).,14,2025-04-26 01:33:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:33:00Z,– Results & Findings,12.5,1,2025-04-26 01:33:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:33:00Z,– Results & Findings,Operational Efficiency,2,2025-04-26 01:33:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:33:00Z,– Results & Findings,1253,1,2025-04-26 01:33:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:36:00Z,– Results & Findings,The lower r-squared value reflects the known challenges with noise and data limitations for this variable mentioned in Chapter 3.,20,2025-04-26 01:36:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:37:00Z,– Results & Findings,1,1,2025-04-26 01:37:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:37:00Z,– Results & Findings,(GenAI,1,2025-04-26 01:37:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:37:00Z,– Results & Findings,"MO2 (Robotics Capabilities),",3,2025-04-26 01:37:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:38:00Z,– Results & Findings,several,1,2025-04-26 01:38:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:38:00Z,– Results & Findings,"Div 3, 4, 5, 7, 8",6,2025-04-26 01:38:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:38:00Z,– Results & Findings,and IV3 (,3,2025-04-26 01:38:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:39:00Z,– Results & Findings,Health Behaviors),2,2025-04-26 01:39:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:39:00Z,– Results & Findings,ere removed,2,2025-04-26 01:39:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:41:00Z,– Results & Findings,"Both Generative AI Capabilities (MO1: beta = 1.21, p = 0.007 ) and Robotics Capabilties ( MO2: beta = 0.",20,2025-04-26 01:41:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:42:00Z,– Results & Findings,"61, p < 0.001 ) showed statistically significant positive coefficients. Since higher DV3 scores indicate better efficiency (e.g., higher patient services margin for the hospital) , this suggests that ",31,2025-04-26 01:42:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:43:00Z,– Results & Findings,of both Generative AI and Robotics is associated with improved hospital operational efficiency at the county level.,17,2025-04-26 01:43:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:46:00Z,– Results & Findings,"Better physical environments (IV2: beta = 3.36, p = 0.001) were associated with higher efficiency. Conversely, adverse socioeconomic factors (IV4: beta =",22,2025-04-26 01:46:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:47:00Z,– Results & Findings,"-0.70, p < 0.001) were associated with lower efficiency. Again, significant regional differences were observed.",15,2025-04-26 01:47:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,DV,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,Predictor,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,Coefficient,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,S,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,td Err,2,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,t-value,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,p-value,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,DV1: Access,2,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,(Intercept),1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,-65.87,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,56.94,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,-1.16,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,0.2474,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,(Adj R² = 0.296),4,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,iv2_physical_environment,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,378.45,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,24.06,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,15.73,1,2025-04-26 01:53:00+00:00
Insertion,Aaron Johnson,2025-04-26T01:53:00Z,– Results & Findings,< 0.001***,2,2025-04-26 01:53:00+00:00
